"Data Year","ID","Property Name","Address","ZIP Code","Community Area","Primary Property Type","Gross Floor Area - Buildings (sq ft)","Year Built","# of Buildings","ENERGY STAR Score","Electricity Use (kBtu)","Natural Gas Use (kBtu)","District Steam Use (kBtu)","District Chilled Water Use (kBtu)","All Other Fuel Use (kBtu)","Site EUI (kBtu/sq ft)","Source EUI (kBtu/sq ft)","Weather Normalized Site EUI (kBtu/sq ft)","Weather Normalized Source EUI (kBtu/sq ft)","Total GHG Emissions (Metric Tons CO2e)","GHG Intensity (kg CO2e/sq ft)","Latitude","Longitude","Location"
"2016","173925","Hinds Laboratory","5734 South Ellis Avenue","60637","HYDE PARK","Laboratory","131,381","1969","1",,"19,490,824.8",,"14,306,243.8","8,679,911.7",,"323.3","662.9","319.4","656.2","4,999.9","38.1","41.79028177","-87.60167126","POINT (-87.60167126 41.79028177)"
"2016","103733","International Tower","8550 W. Bryn Mawr","60631","OHARE","Office","310,839","1969","1","48","24,243,805.6","20,095,166",,,,"142.6","312.8","142.5","312.4","5,536","17.8","41.981083","-87.840286","POINT (-87.840286 41.981083)"
"2016","254167","Simpson Living Learning Center-ID# 254167","6333 N Winthrop Ave","60626","Edgewater","Residence Hall/Dormitory","117,481","2000","1",,"6,788,593.7","7,866,600.3",,,,"124.7","251.8","131.2","256.9","1,669.1","14.2","41.99740324","-87.65829455","POINT (-87.65829455 41.99740324)"
"2016","101943","303 West Madison","303 West Madison","60606","LOOP","Office","345,450","1987","1","83","19,890,929.6",,,,,"57.6","180.8","57.6","180.8","3,666.3","10.6","41.88191292","-87.63561095","POINT (-87.63561095 41.88191292)"
"2016","128905","Clayton Residential Home Inc","2026 North Clark Street","60614","LINCOLN PARK","Residential Care Facility","61,757","1928","1",,"2,537,453.2","8,496,100.3",,,,"178.7","273.5","193.4","286.3","919","14.9","41.92201051","-87.65461957","POINT (-87.65461957 41.92201051)"
"2016","141122","Sheridan Court","6807 N Sheridan Rd","60626","ROGERS PARK","Multifamily Housing","100,000","1922","1","68","2,714,089","3,627,735.6",,,,"63.4","123.3","66.7","125.2","694.5","6.9","42.01036185","-87.66829765","POINT (-87.66829765 42.01036185)"
"2016","160151","Chicago Triplex","515 N Clark St","60654","NEAR NORTH SIDE","Hotel","373,519","2013","1","18","19,492,827.7","21,117,000",,,,"108.7","223.2","110","221","4,714.6","12.6","41.891372","-87.631065","POINT (-87.631065 41.891372)"
"2016","160345","Lake View Towers","4550 N. Clarendon Ave.","60640","UPTOWN","Multifamily Housing","451,653","1970","1","68","10,647,466.7","35,735,272.4",,,,"102.7","157.1","110.2","164.3","3,860.6","8.5","41.96500457","-87.65054442","POINT (-87.65054442 41.96500457)"
"2016","172765","The Oaks","820 South Park Terrace","60605","LOOP","Multifamily Housing","157,844","1979","1","60","3,169,352.5","10,587,300",,,,"87.2","133.5","94.8","141.5","1,146.5","7.3","41.86863212","-87.62730687","POINT (-87.62730687 41.86863212)"
"2016","239704","Renaissance Place at Hyde Park Condominium Association South","1000 E 53rd","60615","HYDE PARK","Multifamily Housing","209,025","1975","1","92","3,606,037","5,772,163.9",,,,"44.9","83.2","46.8","84.4","971.3","4.6","41.79965599","-87.60103303","POINT (-87.60103303 41.79965599)"
"2016","172685","Washington Square-North and Cicero Development LLC","4821-4951 West North Avenue","60634","AUSTIN","Retail Store","180,677","1980","1","84","16,022,820.2","893,542.3",,,,"93.6","283.7","94","284.1","3,000.8","16.6","41.9083292","-87.74766344","POINT (-87.74766344 41.9083292)"
"2016","117188","Ruth Shriman","4040 N Sheridan Rd","60613","UPTOWN","Multifamily Housing","67,988","1999","1","87","794,565.7","4,491,212.5",,,,"77.7","106.1","84.9","113.3","385","5.7","41.95402016","-87.6620278","POINT (-87.6620278 41.95402016)"
"2016","174204","The Morgan at Loyola Station","1209 W Arthur Ave","60626","ROGERS PARK","Multifamily Housing","160,008","2009","2","22","5,698,265.2","6,736,706.9",,,,"77.7","156","79.4","157.3","1,411.4","8.8","42.01036185","-87.66829765","POINT (-87.66829765 42.01036185)"
"2016","175291","1200 W. Pratt Blvd. / 6800 N. Sheridan Rd.","1200 W. Pratt Blvd.","60626","ROGERS PARK","Multifamily Housing","69,512","1922","1","78","1,835,403.5","1,067,757",,,,"41.8","99","42.1","99.4","395","5.7","42.01036185","-87.66829765","POINT (-87.66829765 42.01036185)"
"2016","250080","Albany Terrace Apartments","3030 W. 21ST PLACE","60623","SOUTH LAWNDALE","Multifamily Housing","262,612","1974","1","90","4,440,434.8","13,211,419.4",,,,"67.2","105.9","67.2","105.9","1,520.2","5.8","41.85331733","-87.70144548","POINT (-87.70144548 41.85331733)"
"2016","134741","1380","4730 W Irving Park Rd","60641","PORTAGE PARK","Retail Store","359,790","1938","1","72","11,900,254.2","9,925,200.2",,,,"60.7","132.8","63.1","133.5","2,720.6","7.6","41.95399789","-87.74657748","POINT (-87.74657748 41.95399789)"
"2016","251301","Lincoln Park Tower Condominium Association","1960 N Lincoln Park West","60614","LINCOLN PARK","Multifamily Housing","333,031","1967","1","17","8,600,625","32,636,128.1",,,,"123.8","184","135.6","194.1","3,318.7","10","41.91805785","-87.63701176","POINT (-87.63701176 41.91805785)"
"2016","250055","Von Steuben-CPS","5039 N KIMBALL AVE","60625","NORTH PARK","K-12 School","248,453","1928","1","97","3,741,667.4","7,609,707.3",,,,"45.7","79.4","49.5","83.5","1,093.9","4.4","41.97280582","-87.71281644","POINT (-87.71281644 41.97280582)"
"2016","254025","Englewood","901 West 63rd St","60621","Englewood","Multifamily Housing","62,800","2010","1","58","2,387,955.8","1,961,736.8",,,,"69.3","152.2","72.3","155.2","544.3","8.7","41.7761103","-87.6399","POINT (-87.6399 41.7761103)"
"2016","101731","175 W. Jackson","175 W. Jackson","60604","LOOP","Office","1,809,140","1928","1","92","72,123,913.7","27,999,901.9",,"47,996,956.9",,"81.9","168","81.8","168","17,310.6","9.6","41.87749352","-87.63319804","POINT (-87.63319804 41.87749352)"
"2016","100375","CGP_FRAW3600 (22112)","3600 W FRANKLIN BLVD","60624","HUMBOLDT PARK","Multifamily Housing","51,380",,"1","100","95,234.4","1,348,789.7",,,,"28.1","33.4","28.1","33.4","89.2","1.7","41.8808242","-87.72327934","POINT (-87.72327934 41.8808242)"
"2016","251258","Reside 707","707 West Sheridan Road","60613","LAKE VIEW","Multifamily Housing","101,428","1974","1","65","2,316,594.5","6,725,099.9",,,,"89.1","141.3","95.6","148.1","784.2","7.7","41.95246586","-87.64839822","POINT (-87.64839822 41.95246586)"
"2016","129459","Lurie Children's Stanley Manne Children's Research Institute","2430 N. Halsted Street","60614","LINCOLN PARK","Laboratory","102,215","1992","1",,"26,054,833.8","38,623,139.6",,,,"632.8","1,197.1","657","1,210.5","6,853.9","67.1","41.92651485","-87.64916423","POINT (-87.64916423 41.92651485)"
"2016","251918","Michaels Terrace Condo","1309 N Wells St","60610","NEAR NORTH SIDE","Multifamily Housing","115,503","1990","1","48","2,787,985.5","6,556,755.7",,,,"80.9","135.4","84.3","134.6","862.1","7.5","41.90604144","-87.63411225","POINT (-87.63411225 41.90604144)"
"2016","251534","Smith-CPS","730 E 103RD ST","60628","PULLMAN","K-12 School","76,920","1974","1","12","3,936,079.8","4,481,719.4",,,,"109.4","221.9","118.8","231.7","963.5","12.5","41.70781895","-87.60526513","POINT (-87.60526513 41.70781895)"
"2016","135113","57 63 W Grand Ave","57-63 W. Grand Ave.","60654","NEAR NORTH SIDE","Office","78,868","1912","1","57","3,479,537.1","5,318,400.2",,,,"111.6","209.3","117.8","215.9","923.8","11.7","41.89159257","-87.63040107","POINT (-87.63040107 41.89159257)"
"2016","250122","Swedish Covenant Hospital Campus","5145 North California","60625","LINCOLN SQUARE","Hospital (General Medical & Surgical)","799,492","1918","10","46","96,983,063.3","75,000,998.3",,,,"215.1","479.4","213","475","21,859.7","27.3","41.97488655","-87.69887185","POINT (-87.69887185 41.97488655)"
"2016","172253","Gateway Chicago West","3828 W Taylor St.","60624","WEST GARFIELD PARK","Residential Care Facility","51,288","1993","1",,"2,954,103.1","4,857,100.5",,,,"152.3","280.3","158.3","279.7","802.5","15.6","41.86924827","-87.72160551","POINT (-87.72160551 41.86924827)"
"2016","100431","1100 N. Clark St.","1100 N. CLARK ST","60610","NEAR NORTH SIDE","Automobile Dealership","131,250","1989","1",,"4,169,668.7","3,806,700",,,,"60.8","130.2","64.8","132.5","970.8","7.4","41.90237775","-87.63184484","POINT (-87.63184484 41.90237775)"
"2016","160325","G & A Senior Residence at Eastgate Village","300 E. 26th street","60616","NEAR SOUTH SIDE","Multifamily Housing","104,388","2009","1","93","963,341.7","6,033,492",,,,"67","89.7","73.4","95.9","498","4.8","41.84603122","-87.6203649","POINT (-87.6203649 41.84603122)"
"2016","254054","2 South Leavitt Condominium Association","2 S. Leavitt St.","60612","NEAR WEST SIDE","Multifamily Housing","55,000","2008","1","67","919,441.9","2,139,915.2",,,,"55.6","93.3","55.2","92","283.1","5.1","41.88120092","-87.68664215","POINT (-87.68664215 41.88120092)"
"2016","102914","89th & Loomis LTD PP","8915 S. Loomis St.","60620","WASHINGTON HEIGHTS","Multifamily Housing","72,000","2000","1","65","1,442,713","2,336,920.4",,,,"52.5","97","56.1","99.8","390","5.4","41.74023286","-87.65352897","POINT (-87.65352897 41.74023286)"
"2016","251880","Tonti-CPS","5815 S HOMAN AVE","60629","GAGE PARK","K-12 School","89,103","1928","1","25","3,137,175.3","3,816,938.4",,,,"78","155.5","83","159","781","8.8","41.78740764","-87.70774371","POINT (-87.70774371 41.78740764)"
"2016","134835","Fairbanks Lofts","900 S. Wabash","60605","LOOP","Multifamily Housing","75,000","2000","1","79","1,180,064.1","2,139,915.2",,,,"44.3","79.4","44.3","79.4","331.2","4.4","41.86863212","-87.62730687","POINT (-87.62730687 41.86863212)"
"2016","160134","Charles A Beckett Associates, LP","400 E. 41st Street","60653","GRAND BOULEVARD","Multifamily Housing","394,957","1977","2","62","10,301,476.3","19,628,207.5",,,,"75.8","134.1","80.6","137","2,941.3","7.4","41.82048786","-87.61632029","POINT (-87.61632029 41.82048786)"
"2016","159799","East Point Condominium Association","6101 N Sheridan Road East","60660","EDGEWATER","Multifamily Housing","315,190","1968","1","65","13,056,874.4",,,,,"41.4","130.1","43.7","137.1","2,406.7","7.6","41.99253381","-87.65506201","POINT (-87.65506201 41.99253381)"
"2016","102091","Superior West Private Residences (101 W Superior)","101 W. Superior St.","60614","NEAR NORTH SIDE","Multifamily Housing","111,004","2001","1","91","2,277,649.9","2,624,713.3",,,,"44.2","89.3","47.1","92.4","559.2","5","41.89158015","-87.63783734","POINT (-87.63783734 41.89158015)"
"2016","158134","The Goodman Theatre","170 N. Dearborn Ave.","60601","LOOP","Performing Arts","171,000","2000","1",,"11,142,844.8","27,203.5",,,,"65.3","204.8","66.1","207.2","2,055.3","12","41.88520426","-87.62986239","POINT (-87.62986239 41.88520426)"
"2016","231205","Cornell Village","5201 South Cornell Ave","60615","HYDE PARK","Multifamily Housing","289,148","1969","1","60","5,661,893.3","19,380,802.8",,,,"86.6","131.9","90.8","135.2","2,073","7.2","41.80086685","-87.58562562","POINT (-87.58562562 41.80086685)"
"2016","159418","Third Prairie Shores, LLC","3001 South King Dr","60616","DOUGLAS","Multifamily Housing","289,267","1960","1","29","5,180,477.1","27,842,595.8",,,,"114.2","157.3","125.5","167.5","2,433.7","8.4","41.83920388","-87.61661637","POINT (-87.61661637 41.83920388)"
"2016","103647","135 S LaSalle Property LLC","135 S. LaSalle Street","60603","LOOP","Office","1,547,120","1934","1","71","71,111,027.4","67,890,572.5",,"35,912,697.6",,"113.1","213.6","116.4","217.2","18,605.9","12","41.87977276","-87.63155683","POINT (-87.63155683 41.87977276)"
"2016","106125","5631-35 N Kenmore","5631-35 N. Kenmore","60660","EDGEWATER","Multifamily Housing","56,439","1932","1","92","842,847.3","3,054,449.7",,,,"69.1","103.7","71.7","105.8","317.6","5.6","41.99090057","-87.66660744","POINT (-87.66660744 41.99090057)"
"2016","250133","70800789 -- 47th ~ Damen","4620 South Damen Avenue","60609","NEW CITY","Supermarket/Grocery Store","76,290","2003","1","77","9,787,902","2,489,505",,,,"160.9","437.1","159","431.2","1,936.3","25.4","41.80988111","-87.67451119","POINT (-87.67451119 41.80988111)"
"2016","172110","1260 Dearborn","1260 N Dearborn","60610","NEAR NORTH SIDE","Multifamily Housing","104,400","1929","1","78","2,165,146","7,739,836.6",,,,"94.9","143","101.9","148.6","810.2","7.8","41.9037528","-87.63558845","POINT (-87.63558845 41.9037528)"
"2016","101848","200 West Monroe","200 W. Monroe","60606","LOOP","Office","699,446.5","1973","1","73","44,200,412.8","1,991,979",,,,"66","201.4","68.4","208.6","8,252.9","11.8","41.8810266","-87.63432282","POINT (-87.63432282 41.8810266)"
"2016","251874","Stagg Elemen-CPS","7424 S MORGAN ST","60621","ENGLEWOOD","K-12 School","68,227","1969","1","56","1,441,834.1","3,056,788.3",,,,"65.9","113.4","73.2","121.1","428.1","6.3","41.75900636","-87.64938411","POINT (-87.64938411 41.75900636)"
"2016","254382","William Eckhardt Research Center (ERC)","5640 S. Ellis Ave.","60637","Hyde Park","Laboratory","284,391","2015","1",,"35,435,189.5",,"53,983,441.5","54,696,931.4",,"506.8","811.9","502.6","809.3","12,998.4","45.7","41.78040086","-87.60270024","POINT (-87.60270024 41.78040086)"
"2016","100429","The John Hancock Center","875 N Michigan Ave","60611","NEAR NORTH SIDE","Mixed Use Property","2,290,873","1970","1","34","172,278,158.1",,,,,"75.2","236.1","75.2","236.1","31,754.5","13.9","41.89880204","-87.62297591","POINT (-87.62297591 41.89880204)"
"2016","101032","Parkview Towers Apartments","5110 S King Dr","60615","WASHINGTON PARK","Multifamily Housing","114,328","1969","1","49","1,993,130.7","10,458,749.1",,,,"108.9","150.8","118.2","160.5","922.9","8.1","41.80224043","-87.60332678","POINT (-87.60332678 41.80224043)"
"2016","103638","The Field Museum","1400 South Lake Shore Drive","60605","NEAR SOUTH SIDE","Mixed Use Property","1,300,557","1921","1",,"66,879,792.6","86,143,492.4",,,,"117.7","230.7","120.6","232.7","16,862","13","41.866211","-87.61703464","POINT (-87.61703464 41.866211)"
"2016","165812","South Chicago Elderly Housing","3039 E. 91st Street","60617","SOUTH CHICAGO","Multifamily Housing","137,000","1925","1","14","3,493,973.3","10,823,581.9",,,,"104.5","163","115.7","174.8","1,218.9","8.9","41.7298131","-87.54926203","POINT (-87.54926203 41.7298131)"
"2016","251887","Stem Magnet-CPS","1522 W FILLMORE BLVD","60607","NEAR WEST SIDE","K-12 School","69,329","1990","1","44","1,557,753.4","4,094,470.3",,,,"81.5","132.6","91","142.5","504.6","7.3","41.86871435","-87.66486183","POINT (-87.66486183 41.86871435)"
"2016","102838","233-Senior Suites of Hegewisch","13550 S. Avenue O","60633","HEGEWISCH","Senior Care Community","60,600","2002","1","26","1,840,545.4","4,729,899.9",,,,"108.4","177.3","120.1","188.7","590.5","9.7","41.65140357","-87.54582933","POINT (-87.54582933 41.65140357)"
"2016","242537","James Kilmer Condo Association","1560 North Sandburg Terrace","60610","NEAR NORTH SIDE","Multifamily Housing","797,058","1971","2","71","17,109,982.4","41,367,707.4",,,,"73.4","121.9","77.8","125.5","5,351","6.7","41.9104154","-87.63270387","POINT (-87.63270387 41.9104154)"
"2016","250076","Trumbull Park Homes","2437 E. 106TH STREET","60617","SOUTH DEERING","Multifamily Housing","400,023","1938","56","1","11,056,139","62,598,767.7",,,,"184.1","251.1","200.9","266.5","5,362.8","13.4","41.70255901","-87.5642244","POINT (-87.5642244 41.70255901)"
"2016","252067","SV Care (Southview Manor, Inc.)","3311 S. Michigan Ave.","60616","DOUGLAS","Senior Care Community","54,931","1976","1","40","2,068,003","6,267,428.2",,,,"151.7","238","161.3","245.6","714.1","13","41.83416616","-87.62294005","POINT (-87.62294005 41.83416616)"
"2016","138872","Windy City Fieldhouse","2367 West Logan Blvd","60647","LOGAN SQUARE","Other - Recreation","58,004","1997","1",,"2,277,416.9","1,743,200",,,,"69.3","154.8","72.5","154.3","512.4","8.8","41.92892652","-87.68732392","POINT (-87.68732392 41.92892652)"
"2016","116750","Lucy Lang Chappell Housing","3222 W. Maypole","60624","EAST GARFIELD PARK","Multifamily Housing","127,711","1993","1","100","1,101,378.2","2,454,493.4",,,,"27.8","47.3","29.9","49.4","333.4","2.6","41.8808242","-87.72327934","POINT (-87.72327934 41.8808242)"
"2016","251541","Reilly Es-CPS","3650 W SCHOOL ST","60618","AVONDALE","K-12 School","158,141","1924","1","95","3,518,474.9",,,,,"22.2","69.9","22.6","70.9","648.5","4.1","41.94159842","-87.7192968","POINT (-87.7192968 41.94159842)"
"2016","231019","Aqua","225 N Columbus Drive","60601","LOOP","Multifamily Housing","1,295,101","2009","1","41","53,406,500.6","68,896,303.7",,,,"94.4","185.3","99.6","190.8","13,503.4","10.4","41.88656117","-87.62004511","POINT (-87.62004511 41.88656117)"
"2016","251749","Webster-CPS","4055 W ARTHINGTON ST","60624","WEST GARFIELD PARK","K-12 School","60,295","1962","1","45","1,247,996.3","3,016,641",,,,"70.7","117.5","77.8","124.9","390.3","6.5","41.86972139","-87.72684225","POINT (-87.72684225 41.86972139)"
"2016","254225","Ray and Joan Kroc Corps Community Center","1250 W. 119th St.","60643","West Pullman","Fitness Center/Health Club/Gym","158,483","2012","1",,"10,303,653.1","17,952,426",,,,"178.3","323.1","183.3","324.7","2,852.7","18","41.6776922","-87.65285","POINT (-87.65285 41.6776922)"
"2016","159091","Continental Plaza","1330 W 76th Street","60620","AUBURN GRESHAM","Multifamily Housing","203,603","2006","1","28","6,745,088.3","4,150,165.8",,,,"53.5","118.3","54.6","119.4","1,338.1","6.6","41.756041","-87.656765","POINT (-87.656765 41.756041)"
"2016","253968","Kilpatrick Renaissance","4655 W. Berteau","60641","Portage Park","Multifamily Housing","79,246","2015","1",,"3,044,880.7","2,310,821.1",,,,"67.6","151.3","70","153.8","684","8.6","41.946169","-87.74654251","POINT (-87.74654251 41.946169)"
"2016","250132","Yards Forman Mills","4520 South Damen Ave.","60609","NEW CITY","Retail Store","52,875","1990","1","50","2,568,152.7","1,662,892.7",,,,"80","185.5","83.2","186.5","561.7","10.6","41.80939464","-87.67500128","POINT (-87.67500128 41.80939464)"
"2016","160422","Hotel Palomar Chicago","505 North State Street","60654","NEAR NORTH SIDE","Hotel","108,228","2010","1","2","16,411,416.3","8,735,729.3",,,,"232.4","560.9","233.9","558.2","3,489","32.2","41.89108975","-87.62752252","POINT (-87.62752252 41.89108975)"
"2016","251873","BackOfTheYrd-CPS","2111 W 47th St","60609","NEW CITY","K-12 School","212,285","2012","1","83","8,713,930.7",,,,,"41","128.9","41","128.9","1,606.2","7.6","41.808463","-87.677641","POINT (-87.677641 41.808463)"
"2016","251255","Tower Residences: 1235 South Prairie Avenue","1235 South Prairie Avenue","60605","NEAR SOUTH SIDE","Multifamily Housing","605,856","2006","1","86","8,314,109.1","26,487,901",,,,"57.4","89","61.9","91.9","2,939.4","4.9","41.86619413","-87.62121604","POINT (-87.62121604 41.86619413)"
"2016","103684","NMH Arkes Family Pavilion","676 N St. Clair St","60611","NEAR NORTH SIDE","Medical Office","675,000","1980","1","58","88,964,453.9","240,000",,,,"132.2","414.2","134.2","420.8","16,410.8","24.3","41.894419","-87.622789","POINT (-87.622789 41.894419)"
