"Building ID","Address","Zip","Cohort - Sector","Cohort - Size","Verification Year","Community Area Name","Community Area Number","Ward","Latitude","Longitude","Location"
"254362","2501 N Elston Ave","60647","Commercial","> 50,000 Sq Ft","2027","Logan Square","22","32","41.91724","-87.6849","(41.91724, -87.6849)"
"256430","3100 S Michigan Avenue","60616","Residential","> 50,000 Sq Ft","2025","Douglas","35","3","41.84233","-87.62715","(41.84233, -87.62715)"
"130949","1337 W 15th St","60608","Commercial","> 50,000 Sq Ft","2025","Near West Side","28","25","41.86126","-87.66083","(41.86126, -87.66083)"
"101226","1200  E 78th St","60619","Residential","> 50,000 Sq Ft","2025","Avalon Park","45","8","41.74401","-87.6055","(41.74401, -87.6055)"
"254034","1609 W Warren Blvd","60612","Residential","> 50,000 Sq Ft","2027","Near West Side","28","27","41.8812","-87.68664","(41.8812, -87.68664)"
"102238","444 W Fullerton Pkwy","60614","Residential","> 50,000 Sq Ft","2025","Lincoln Park","7","43","41.92555","-87.64131","(41.92555, -87.64131)"
"117024","1830  N Winchester Ave","60622","Residential","> 50,000 Sq Ft","2025","Logan Square","22","32","41.90225","-87.68448","(41.90225, -87.68448)"
"257200","6114 S Drexel Ave","60637","Commercial","> 50,000 Sq Ft",,"Woodlawn","42","20","41.78227","-87.60428","(41.78227, -87.60428)"
"158396","180 N Jefferson St","60661","Residential","> 250,000 Sq F","2027","Near West Side","28","42","41.88541","-87.64306","(41.88541, -87.64306)"
"256500","933 E 56th Street","60637","Commercial","> 50,000 Sq Ft","2027","Hyde Park","41","5","41.7805","-87.59849","(41.7805, -87.59849)"
"101263","900  W Argyle St","60640","Residential","> 50,000 Sq Ft","2025","Uptown","3","48","41.97223","-87.6646","(41.97223, -87.6646)"
"101929","200 S Michigan Ave","60604","Commercial","> 250,000 Sq Ft","2027","Loop","32","42","41.87931","-87.62492","(41.87931, -87.62492)"
"158365","600 N State St","60654","Residential","> 250,000 Sq F","2025","Near North Side","8","42","41.89287","-87.62858","(41.89287, -87.62858)"
"257192","918 W School Street","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.88323","-87.6324","(41.88323, -87.6324)"
"119071","1154 S Clark St","60605","Commercial","> 250,000 Sq Ft","2027","Loop","32","4","41.86826","-87.6311","(41.86826, -87.6311)"
"256080","3744-54 S Ellis Ave","60653","Residential","> 50,000 Sq Ft","2025","Oakland","36","4","41.88425","-87.63245","(41.88425, -87.63245)"
"251426","11411 S Eggleston Ave","60628","Municipal","> 50,000 Sq Ft","2025","Roseland","49","34","41.68639","-87.63336","(41.68639, -87.63336)"
"175120","984 N Milwaukee Ave","60642","Commercial","> 50,000 Sq Ft","2025","West Town","24","27","41.8994","-87.66143","(41.8994, -87.66143)"
"159739","4645 N Sherdian Rd","60640","Residential","> 50,000 Sq Ft","2027","Uptown","3","46","41.96665","-87.65417","(41.96665, -87.65417)"
"117390","220  S Damen Ave","60612","Residential","> 50,000 Sq Ft","2025","Near West Side","28","27","41.88112","-87.68649","(41.88112, -87.68649)"
"101090","4554  S Drexel Blvd","60653","Residential","> 50,000 Sq Ft","2025","Kenwood","39","4","41.82021","-87.61247","(41.82021, -87.61247)"
"132904","4801 W Peterson Ave","60646","Commercial","> 50,000 Sq Ft","2025","Forest Glen","12","39","41.98985","-87.74879","(41.98985, -87.74879)"
"166134","1200 S Lake Shore Dr","60605","Commercial","> 250,000 Sq Ft","2025","Near South Side","33","4","41.86762","-87.61363","(41.86762, -87.61363)"
"160070","777 N Michigan Ave","60611","Residential","> 250,000 Sq F","2024","Near North Side","8","2","41.89641","-87.62385","(41.89641, -87.62385)"
"139602","4541  N Sheridan Rd","60640","Residential","> 50,000 Sq Ft","2025","Uptown","3","46","41.97223","-87.6646","(41.97223, -87.6646)"
"160325","300 E 26th St","60616","Residential","> 50,000 Sq Ft","2025","Near South Side","33","4","41.84603","-87.62036","(41.84603, -87.62036)"
"107850","300 W Adams","60606","Commercial","> 250,000 Sq Ft","2025","Loop","32","42","41.87969","-87.63568","(41.87969, -87.63568)"
"250122","5145 N California Ave","60625","Commercial","> 250,000 Sq Ft","2027","Lincoln Square","4","40","41.97489","-87.69887","(41.97489, -87.69887)"
"257047","160 N Elizabeth St","60607","Residential","> 50,000 Sq Ft","2025","Near West Side","28","27","41.88321","-87.65877","(41.88321, -87.65877)"
"251513","3810 W 81st Place","60652","Municipal","> 50,000 Sq Ft","2025","Ashburn","70","18","41.74503","-87.71722","(41.74503, -87.71722)"
"102705","65  E Goethe St","60610","Residential","> 50,000 Sq Ft","2025","Near North Side","8","43","41.90375","-87.63559","(41.90375, -87.63559)"
"256567","1554 N Talman Ave","60622","Residential","> 50,000 Sq Ft","2027","West Town","24","1","41.90485","-87.68738","(41.90485, -87.68738)"
"251255","1235 S Prairie Ave","60605","Residential","> 250,000 Sq F","2024","Near South Side","33","3","41.86619","-87.62122","(41.86619, -87.62122)"
"243916","2930 N Sheridan Rd","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.93524","-87.63972","(41.93524, -87.63972)"
"256904","2344 S State St","60616","Residential","> 50,000 Sq Ft","2027","Near South Side","33","3","41.85284","-87.62862","(41.85284, -87.62862)"
"174294","351 W Hubbard St","60654","Commercial","> 50,000 Sq Ft","2025","Near North Side","8","42","41.88989","-87.63757","(41.88989, -87.63757)"
"160454","320 W Illinois St","60654","Residential","> 250,000 Sq F","2027","Near North Side","8","42","41.89078","-87.63643","(41.89078, -87.63643)"
"255757","1118 N State Street","60610","Residential","> 50,000 Sq Ft","2025","Near North Side","8","2","41.90563","-87.63224","(41.90563, -87.63224)"
"159892","5530 S Shore Dr","60637","Residential","> 50,000 Sq Ft","2025","Hyde Park","41","5","41.79469","-87.58046","(41.79469, -87.58046)"
"251360","950 W 33rd Pl","60608","Municipal","> 50,000 Sq Ft","2025","Bridgeport","60","11","41.83409","-87.65006","(41.83409, -87.65006)"
"256124","1515 W Webster Avenue","60614","Commercial","> 250,000 Sq Ft","2026","Lincoln Park","7","2","41.9222","-87.64961","(41.9222, -87.64961)"
"251406","11513 S Ada St","60643","Municipal","> 50,000 Sq Ft","2025","West Pullman","53","34","41.68468","-87.65547","(41.68468, -87.65547)"
"175551","11730 S Marshfield Ave","60643","Commercial","> 50,000 Sq Ft","2026","Morgan Park","75","34","41.68051","-87.66246","(41.68051, -87.66246)"
"251618","7529 S Constance Ave","60649","Municipal","> 50,000 Sq Ft","2025","South Shore","43","8","41.75771","-87.57931","(41.75771, -87.57931)"
"175276","7650  N Paulina St","60626","Residential","> 50,000 Sq Ft","2025","Rogers Park","1","49","42.01036","-87.6683","(42.01036, -87.6683)"
"242172","2 E Oak St","60611","Residential","> 250,000 Sq F","2027","Near North Side","8","42","41.90074","-87.6282","(41.90074, -87.6282)"
"101547","2525 S Michigan Ave","60616","Commercial","> 250,000 Sq Ft","2025","Near South Side","33","4","41.84675","-87.62134","(41.84675, -87.62134)"
"256538","2340 N California Ave","60647","Residential","> 50,000 Sq Ft","2027","Logan Square","22","1","41.92085","-87.70162","(41.92085, -87.70162)"
"175845","2451  W Howard St","60645","Residential","> 50,000 Sq Ft","2027","West Ridge","2","50","42.0088","-87.69503","(42.0088, -87.69503)"
"257205","9212 S Burley Ave","60617","Residential","> 50,000 Sq Ft",,"South Chicago","46","10","41.72634","-87.55785","(41.72634, -87.55785)"
"251583","1104 W 31st St","60608","Municipal","> 50,000 Sq Ft","2025","Bridgeport","60","11","41.83831","-87.65432","(41.83831, -87.65432)"
"238367","1300 N Lake Shore Dr","60610","Residential","> 250,000 Sq F","2027","Near North Side","8","43","41.90617","-87.62586","(41.90617, -87.62586)"
"256847","2071 N Southport Avenue","60614","Commercial","> 50,000 Sq Ft","2024","Lincoln Park","7","2","41.92194","-87.65474","(41.92194, -87.65474)"
"165659","2032 N Clybourn","60614","Commercial","> 50,000 Sq Ft","2025","Lincoln Park","7","2","41.91841","-87.66048","(41.91841, -87.66048)"
"126141","839 W 79th St","60620","Commercial","> 50,000 Sq Ft","2027","Auburn Gresham","71","17","41.75038","-87.64569","(41.75038, -87.64569)"
"124019","4734 N Cumberland Ave","60656","Commercial","> 50,000 Sq Ft","2026","Ohare","76","38","41.96565","-87.83682","(41.96565, -87.83682)"
"172685","4821 - 4951 W North Ave","60639","Commercial","> 50,000 Sq Ft","2027","Austin","25","37","41.90833","-87.74766","(41.90833, -87.74766)"
"255970","1109 W Washington","60607","Residential","> 50,000 Sq Ft","2027","Near West Side","28","27","41.88","-87.65484","(41.88, -87.65484)"
"173671","565 W Randolph St","60661","Commercial","> 50,000 Sq Ft","2027","Near West Side","28","42","41.88402","-87.64267","(41.88402, -87.64267)"
"111000","2740  W Armitage Ave","60647","Residential","> 50,000 Sq Ft","2027","Logan Square","22","1","41.92075","-87.70153","(41.92075, -87.70153)"
"175572","3525 W Peterson Ave","60659","Commercial","> 50,000 Sq Ft","2024","North Park","13","39","41.99027","-87.71702","(41.99027, -87.71702)"
"175995","11 W Quincy Ct","60604","Commercial","> 50,000 Sq Ft","2025","Loop","32","42","41.87874","-87.63099","(41.87874, -87.63099)"
"132533","1737-1747 N Elston Ave","60642","Commercial","> 50,000 Sq Ft","2025","West Town","24","2","41.91443","-87.66381","(41.91443, -87.66381)"
"251485","5500 W Madison St","60644","Municipal","> 50,000 Sq Ft",,"Austin","25","29","41.8809","-87.76377","(41.8809, -87.76377)"
"251221","211 W Wacker Dr","60606","Commercial","> 50,000 Sq Ft","2027","Loop","32","42","41.88651","-87.63456","(41.88651, -87.63456)"
"103733","8550 W Bryn Mawr Ave","60631","Commercial","> 250,000 Sq Ft","2024","Ohare","76","41","41.98108","-87.84029","(41.98108, -87.84029)"
"251278","1645 W Ogden","60612","Residential","> 250,000 Sq F","2027","Near West Side","28","28","41.87962","-87.66728","(41.87962, -87.66728)"
"250049","730 N Pulaski Rd","60624","Municipal","> 250,000 Sq Ft","2027","Humboldt Park","23","37","41.89388","-87.72666","(41.89388, -87.72666)"
"138730","5401 S Wentworth Ave","60609","Commercial","> 50,000 Sq Ft","2025","Fuller Park","37","3","41.79622","-87.6303","(41.79622, -87.6303)"
"118850","11045  S Wentworth","60628","Residential","> 50,000 Sq Ft","2025","Roseland","49","34","41.69755","-87.61478","(41.69755, -87.61478)"
"255946","171 N Aberdeen St","60607","Commercial","> 50,000 Sq Ft","2025","Near West Side","28","27","41.88","-87.65484","(41.88, -87.65484)"
"119689","303 W Erie St","60654","Commercial","> 50,000 Sq Ft","2027","Near North Side","8","42","41.89392","-87.63581","(41.89392, -87.63581)"
"251905","2010 N Central Park Ave","60647","Municipal","> 50,000 Sq Ft","2025","Logan Square","22","26","41.91775","-87.71713","(41.91775, -87.71713)"
"111959","2100  N Racine Ave","60614","Residential","> 50,000 Sq Ft","2025","Lincoln Park","7","2","41.92201","-87.65462","(41.92201, -87.65462)"
"129459","2430 N Halsted St","60614","Commercial","> 50,000 Sq Ft","2025","Lincoln Park","7","43","41.92651","-87.64916","(41.92651, -87.64916)"
"253966","1501 W Melrose St","60657","Commercial","> 50,000 Sq Ft","2025","Lake View","6","44","41.93986","-87.65846","(41.93986, -87.65846)"
"260051","3710  N Pine Grove Ave","60613","Residential","> 50,000 Sq Ft","2027","Lake View","6","46","41.95402","-87.66203","(41.95402, -87.66203)"
"131375","2828 N Clark St","60657","Commercial","> 50,000 Sq Ft","2027","Lake View","6","44","41.93377","-87.64632","(41.93377, -87.64632)"
"235970","5100 N Marine Dr","60640","Residential","> 250,000 Sq F","2027","Uptown","3","48","41.97565","-87.65245","(41.97565, -87.65245)"
"157997","407 415 S Dearborn St","60605","Residential","> 50,000 Sq Ft","2027","Loop","32","4","41.88981","-87.62933","(41.88981, -87.62933)"
"251683","1624 W 19th St","60608","Municipal","> 50,000 Sq Ft","2025","Lower West Side","31","25","41.85622","-87.66713","(41.85622, -87.66713)"
"240429","360 E Randolph St","60601","Residential","> 250,000 Sq F","2027","Loop","32","42","41.88482","-87.61796","(41.88482, -87.61796)"
"175474","300 S Ashland Ave","60607","Commercial","> 50,000 Sq Ft","2027","Near West Side","28","27","41.87759","-87.66767","(41.87759, -87.66767)"
"163266","4611 S Ellis Ave","60653","Residential","> 50,000 Sq Ft","2027","Kenwood","39","4","41.81118","-87.60082","(41.81118, -87.60082)"
"111157","3963  W Belmont Ave","60618","Residential","> 50,000 Sq Ft","2027","Avondale","21","30","41.94672","-87.7032","(41.94672, -87.7032)"
"113146","4101 4115 S Michigan Ave","60653","Residential","> 50,000 Sq Ft","2025","Grand Boulevard","38","3","41.82021","-87.61247","(41.82021, -87.61247)"
"256730","3930 E 105th Street","60617","Commercial","> 50,000 Sq Ft","2027","East Side","52","10","41.74246","-87.58007","(41.74246, -87.58007)"
"103677","150 N Riverside Plaza","60606","Commercial","> 250,000 Sq Ft","2027","Near West Side","28","42","41.88384","-87.63851","(41.88384, -87.63851)"
"128170","1301 1311 W Fletcher St","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","32","41.93885","-87.66172","(41.93885, -87.66172)"
"257059","741 N Wells St","60654","Residential","> 50,000 Sq Ft","2025","Near North Side","8","2","41.8924","-87.6338","(41.8924, -87.6338)"
"250052","3030 N Mobile Ave","60634","Municipal","> 250,000 Sq Ft","2025","Belmont Cragin","19","36","41.9356","-87.78434","(41.9356, -87.78434)"
"159983","7251 S South Shore Dr","60649","Residential","> 50,000 Sq Ft","2027","South Shore","43","7","41.76487","-87.56085","(41.76487, -87.56085)"
"160440","55 E Washington St","60602","Residential","> 250,000 Sq F","2025","Loop","32","42","41.88267","-87.6302","(41.88267, -87.6302)"
"254317","1740 N Maplewood","60647","Residential","> 50,000 Sq Ft","2025","Logan Square","22","1","41.92144","-87.7018","(41.92144, -87.7018)"
"254059","3210 W Arthington St","60624","Commercial","> 50,000 Sq Ft","2025","East Garfield Park","27","24","41.88082","-87.72347","(41.88082, -87.72347)"
"251723","2611 W 48th St","60632","Municipal","> 50,000 Sq Ft","2025","Brighton Park","58","14","41.80655","-87.68979","(41.80655, -87.68979)"
"158316","230 N Michigan Ave","60601","Residential","> 250,000 Sq F","2027","Loop","32","42","41.8866","-87.62501","(41.8866, -87.62501)"
"256806","3435 W Montrose Ave","60618","Residential","> 50,000 Sq Ft","2025","Irving Park","16","35","41.88425","-87.63245","(41.88425, -87.63245)"
"160392","1120 N Lasalle St","60610","Residential","> 50,000 Sq Ft","2025","Near North Side","8","27","41.90234","-87.63291","(41.90234, -87.63291)"
"156350","10 S Wabash Ave","60603","Residential","> 50,000 Sq Ft","2024","Loop","32","42","41.88148","-87.6262","(41.88148, -87.6262)"
"114861","1640  E 50th St","60615","Residential","> 50,000 Sq Ft","2025","Kenwood","39","5","41.80224","-87.60333","(41.80224, -87.60333)"
"254345","255 W 69th St","60621","Commercial","> 50,000 Sq Ft","2027","Greater Grand Crossing","69","6","41.77391","-87.63872","(41.77391, -87.63872)"
"102335","4302 4312 N Sheridan Rd","60613","Residential","> 50,000 Sq Ft","2025","Uptown","3","46","41.95402","-87.66203","(41.95402, -87.66203)"
"173907","1715 1733 E 53rd St","60615","Residential","> 50,000 Sq Ft","2027","Hyde Park","41","5","41.80224","-87.60333","(41.80224, -87.60333)"
"251790","5115 N Mont Clare Ave","60656","Commercial","> 50,000 Sq Ft","2026","Norwood Park","10","41","41.97393","-87.8043","(41.97393, -87.8043)"
"103605","515 N State St","60654","Commercial","> 250,000 Sq Ft","2026","Near North Side","8","42","41.89145","-87.62733","(41.89145, -87.62733)"
"257109","853 W Blackhawk St","60642","Residential","> 250,000 Sq F","2025","Near North Side","8","27","41.89441","-87.65955","(41.89441, -87.65955)"
"101891","224 S Michigan Ave","60604","Commercial","> 250,000 Sq Ft","2024","Loop","32","42","41.87862","-87.62489","(41.87862, -87.62489)"
"156549","601 S Lasalle St","60605","Commercial","> 50,000 Sq Ft","2025","Loop","32","4","41.87422","-87.63142","(41.87422, -87.63142)"
"105709","103 109 E Delaware Pl","60611","Residential","> 50,000 Sq Ft","2025","Near North Side","8","42","41.89579","-87.62248","(41.89579, -87.62248)"
"104789","2322 2326 N Commonwealth Ave","60614","Residential","> 50,000 Sq Ft","2026","Lincoln Park","7","43","41.92201","-87.65462","(41.92201, -87.65462)"
"103970","424  W Oakdale Ave","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.93985","-87.65845","(41.93985, -87.65845)"
"260077","901 905 W Argyle St","60640","Residential","> 50,000 Sq Ft","2025","Uptown","3","48","41.97223","-87.6646","(41.97223, -87.6646)"
"250056","211 S Laflin St","60607","Municipal","> 250,000 Sq Ft","2025","Near West Side","28","27","41.87826","-87.66366","(41.87826, -87.66366)"
"256802","4555 N Sheridan Rd","60640","Residential","> 50,000 Sq Ft","2024","Uptown","3","46","41.97596","-87.66962","(41.97596, -87.66962)"
"256835","1744 N Western Ave","60645","Residential","> 50,000 Sq Ft","2025","West Town","24","1","42.01223","-87.69301","(42.01223, -87.69301)"
"237384","1035 N Dearborn St","60610","Residential","> 50,000 Sq Ft","2025","Near North Side","8","2","41.90164","-87.62949","(41.90164, -87.62949)"
"251256","845 N State St","60610","Residential","> 250,000 Sq F","2024","Near North Side","8","2","41.89814","-87.62821","(41.89814, -87.62821)"
"101756","118 N Clark St","60602","Commercial","> 250,000 Sq Ft","2025","Loop","32","42","41.88385","-87.63168","(41.88385, -87.63168)"
"117115","1733 1735 W Irving Park Rd","60613","Residential","> 50,000 Sq Ft","2025","Lake View","6","47","41.95402","-87.66203","(41.95402, -87.66203)"
"159245","150 W Maple St","60610","Residential","> 250,000 Sq F","2027","Near North Side","8","27","41.90205","-87.63398","(41.90205, -87.63398)"
