"OSEBuildingID","DataYear","BuildingName","BuildingType","TaxParcelIdentificationNumber","Address","City","State","ZipCode","Latitude","Longitude","Neighborhood","CouncilDistrictCode","YearBuilt","NumberofFloors","NumberofBuildings","PropertyGFATotal","PropertyGFABuildings","PropertyGFAParking","SelfReportGFATotal","SelfReportGFABuildings","SelfReportParking","ENERGYSTARScore","SiteEUIWN(kBtu/sf)","SiteEUI(kBtu/sf)","SiteEnergyUse(kBtu)","SiteEnergyUseWN(kBtu)","SourceEUIWN(kBtu/sf)","SourceEUI(kBtu/sf)","EPAPropertyType","LargestPropertyUseType","LargestPropertyUseTypeGFA","SecondLargestPropertyUseType","SecondLargestPropertyUseTypeGFA","ThirdLargestPropertyUseType","ThirdLargestPropertyUseTypeGFA","Electricity(kWh)","SteamUse(kBtu)","NaturalGas(therms)","ComplianceStatus","ComplianceIssue","Electricity(kBtu)","NaturalGas(kBtu)","TotalGHGEmissions","GHGEmissionsIntensity","Demolished"
"62","2024","HOTEL THEODORE (ROOSEVELT)","NonResidential","1976700010","1531 7TH AVE","SEATTLE","WA","98101","47.61233","-122.33432","DOWNTOWN","7","1930","20","1","98,634","88,591","10,043","88,591","88,591","0","55","90.09999847","89","7,883,218","7,979,014","174.8999939","172.6000061","Hotel","Hotel","88,591","Parking","10,043","NA",,"1,127,365","1,871,131","21,655","Compliant","No Issue","3,846,569","2,165,520","288.6","3.26","false"
"63","2024","SHERATON GRAND SEATTLE - (Parent Building)","Campus","1976700095","1400 6TH AVE","SEATTLE","WA","98101","47.61087","-122.33339","DOWNTOWN","7","1982","34","2","1,083,197","926,614","156,583","1,111,880","994,212","117,668","75","75.5","75.09999847","74,641,408","75,108,344","154.6000061","154.1000061","Hotel","Hotel","994,212","Parking","117,668","Swimming Pool",,"12,250,700","10,883,443","219,586","Compliant","No Issue","41,799,388","21,958,591","2,287.8","2.47","false"
"65","2024","INN AT THE MARKET","NonResidential","1977200050","86 PINE ST","SEATTLE","WA","98101","47.60997","-122.34138","DOWNTOWN","7","1985","7","1","71,150","57,420","13,730","71,150","57,420","13,730","58","102.1999969","102.1999969","5,869,980","5,866,118","188.5","188.6999969","Hotel","Hotel","57,420","Parking","13,730","NA",,"782,415",,"32,004","Compliant","No Issue","2,669,601","3,200,380","185.1","3.22","false"
"66","2024","MOORE HOTEL & THEATRE","NonResidential","1977201035","1926 2ND AVE","SEATTLE","WA","98101","47.61155","-122.34114","DOWNTOWN","7","1908","7","1","122,810","122,810","0","122,810","122,810","0","100","29.70000076","29.10000038","3,574,054","3,642,224","44.70000076","44.09999847","Hotel","Hotel","96,360","Other - Entertainment/Public Assembly","26,450","NA",,"278,607",,"26,234","Compliant","No Issue","950,607","2,623,450","144.6","1.18","false"
"68","2024","HOLIDAY INN - SEATTLE","NonResidential","1991200935","211 DEXTER AVE N","SEATTLE","WA","98109","47.62001","-122.34274","LAKE UNION","7","2000","7","1","150,453","115,718","34,735","150,453","115,718","34,735","97","56.70000076","53.59999847","6,203,145","6,560,246","115.5","106.9000015","Hotel","Hotel","115,718","Parking","34,735","NA",,"980,448",,"28,579","Compliant","No Issue","3,345,290","2,857,860","170.9","1.48","false"
"69","2024","FAIRFIELD INN","NonResidential","1991200940","226 7TH AVE N","SEATTLE","WA","98109","47.62025","-122.34314","LAKE UNION","7","1997","6","1","116,300","88,100","28,200","116,690","88,490","28,200","97","55.29999924","52.70000076","4,666,302","4,895,197","110.1999969","103","Hotel","Hotel","88,490","Parking","28,200","NA",,"705,254",,"22,600","Compliant","No Issue","2,406,326","2,259,980","133.7","1.52","false"
"70","2024","HOMEWOOD SUITES HOTEL - SEATTLE","NonResidential","1992200235","206 WESTERN AVE W","SEATTLE","WA","98119","47.62023","-122.35951","MAGNOLIA / QUEEN ANNE","7","1998","6","1","155,602","118,858","36,744","155,602","118,858","36,744","61","58.5","58.40000153","6,941,638","6,955,846","124","123.5999985","Hotel","Hotel","118,858","Parking","36,744","NA",,"1,240,363",,"25,031","Compliant","No Issue","4,232,119","2,503,110","157.2","1.32","false"
"73","2024","SEATTLE HEBREW ACADEMY","NonResidential","2125049015","1617 INTERLAKEN DR E","SEATTLE","WA","98112","47.63442","-122.30793","EAST","3","1911","3","1","56,072","56,072","0","67,064","67,064","0","61","57","55","3,687,303","3,823,956","75.80000305","73.5","K-12 School","K-12 School","67,064","NA",,"NA",,"177,353",,"30,822","Compliant","No Issue","605,130","3,082,170","166.9","2.98","false"
"77","2024","FOUR POINTS SHERATON SEATTLE CENTER","NonResidential","2249000170","601 ROY ST","SEATTLE","WA","98109","47.62519","-122.34456","MAGNOLIA / QUEEN ANNE","7","1999","4","1","122,942","78,051","44,891","122,987","78,096","44,891","100","40.59999847","37.79999924","2,949,498","3,170,884","95.09999847","87.19999695","Hotel","Hotel","78,096","Parking","44,891","NA",,"621,948",,"8,274","Compliant","No Issue","2,122,086","827,410","56.2","0.72","false"
"82","2024","WA DEPT OF SOCIAL & HEALTH SERVICES (DSHS)","NonResidential","2254501944","1700 E CHERRY ST","SEATTLE","WA","98122","47.60823","-122.30956","CENTRAL","3","1962","2","1","54,984","54,984","0","59,221","59,221","0","76","49.40000153","50.40000153","2,982,075","2,925,351","100.5","101.5999985","Office","Office","59,221","NA",,"NA",,"482,923",,"13,343","Compliant","No Issue","1,647,733","1,334,340","80.3","1.46","false"
"84","2024","PROVIDENCE MT ST VINCENT","NonResidential","2324039001","4831 35TH AVE SW","SEATTLE","WA","98126","47.55837","-122.37751","SOUTHWEST","1","1922","5","1","371,257","296,313","74,944","371,257","296,313","74,944","47","142.6999969","145.6999969","43,189,372","42,273,336","214.3000031","217.6000061","Senior Living Community","Senior Living Community","296,338","Parking",,"NA",,"3,202,587",,"322,621","Compliant","No Issue","10,927,227","32,262,141","1,773.3","5.98","false"
"85","2024","THE BROADVIEW CENTER","NonResidential","2426039059","13023 GREENWOOD AVE N","SEATTLE","WA","98133","47.72426","-122.35599","NORTHWEST","5","1970","2","1","93,397","93,397","0","93,397","93,397","0","10","129.5","124.4000015","11,619,583","12,093,004","174.3999939","169.1000061","Senior Living Community","Senior Living Community","93,397","NA",,"NA",,"601,383",,"95,677","Compliant","No Issue","2,051,920","9,567,660","519","5.56","false"
"86","2024","SCCA - ALLIANCE HOUSE","NonResidential","2467400430","207 PONTIUS AVE N","SEATTLE","WA","98109","47.61988","-122.33211","LAKE UNION","7","2008","6","1","84,103","63,371","20,732","84,103","63,371","20,732","87","55.29999924","55.5","3,514,683","3,501,474","138.1000061","138.3000031","Hotel","Hotel","63,371","Parking","20,732","NA",,"849,963",,"6,146","Compliant","No Issue","2,900,075","614,610","49.4","0.78","false"
"87","2024","ARBOR HEIGHTS ELEMENTARY SCHOOL (SPS-DISTRICT)","SPS-District K-12","2518400005","3701 SW 104TH ST","SEATTLE","WA","98146","47.5097","-122.37759","SOUTHWEST","1","2016","3","1","78,972","78,972","0","89,973","89,973","0","90","32","33.20000076","2,991,425","2,878,258","48.70000076","50.40000153","K-12 School","K-12 School","89,973","NA",,"NA",,"321,821",,"18,934","Compliant","No Issue","1,098,052","1,893,370","106.7","1.35","false"
"89","2024","POLYCLINIC MEDICAL OFFICE (NORTH & SOUTH)","NonResidential","1978201270","1200 HARVARD AVE","SEATTLE","WA","98122","47.61244","-122.3214","EAST","3","1965","3","2","329,489","179,014","150,475","289,951","139,476","150,475",,"99.5","99.80000305","13,926,587","13,872,925","201.6999969","201.3000031","Parking","Parking","150,475","Urgent Care/Clinic/Other Outpatient","139,476","NA",,"2,252,647",,"62,406","Compliant","No Issue","7,686,032","6,240,560","375.3","2.1","false"
"95","2024","SORRENTO HOTEL","NonResidential","1979200270","900 MADISON ST","SEATTLE","WA","98104","47.60898","-122.32693","EAST","3","1908","7","1","76,631","76,631","0","20,000","20,000","0","1","371.6000061","367.5","7,350,316","7,431,904","719.2000122","714.9000244","Hotel","Hotel","20,000","NA",,"NA",,"1,102,016",,"35,902","Compliant","No Issue","3,760,079","3,590,240","212.1","2.77","false"
"96","2024","BLOODWORKS NW CENTRAL SEATTLE","NonResidential","1979200290","921 TERRY AVE","SEATTLE","WA","98104","47.60845","-122.32637","EAST","3","1983","6","1","121,099","96,783","24,316","121,099","96,783","24,316","26","141.1000061","140.6999969","13,622,136","13,653,054","315.1000061","315.7000122","Medical Office","Medical Office","96,783","Parking","24,316","NA",,"2,599,694","4,751,980",,"Compliant","No Issue","8,870,156",,"436.4","4.51","false"
"100","2024","CITY PLACE III (Obidos/Rufus)","NonResidential","1983200325","551 BOREN AVE N","SEATTLE","WA","98109","47.62424","-122.33646","LAKE UNION","7","2010","5","2","438,093","287,367","150,726","438,093","287,367","150,726","91","45.79999924","43.70000076","12,568,686","13,153,190","115","108.5","Office","Office","251,818","Parking","150,726","Veterinary Office","10,964","3,013,676",,"22,860","Compliant","No Issue","10,282,663","2,286,020","180.8","0.63","false"
"102","2024","MARRIOTT RESIDENCE INN","NonResidential","1984200065","800 FAIRVIEW AVE N","SEATTLE","WA","98109","47.62642","-122.33325","LAKE UNION","7","1990","7","1","282,863","238,097","44,766","290,330","238,342","51,988","79","68.90000153","69.30000305","16,511,179","16,422,647","135.1999969","135.6000061","Hotel","Hotel","238,342","Parking","51,988","NA",,"2,508,332",,"79,528","Compliant","No Issue","8,558,429","7,952,750","471.1","1.98","false"
"103","2024","CLIMATE PLEDGE ARENA","NonResidential","1985200003","334 1ST AVE N","SEATTLE","WA","98109","47.62208","-122.35398","MAGNOLIA / QUEEN ANNE","7","1962","3","3","932,000","932,000","0","932,000","932,000","0",,"98.09999847","102","95,043,792","91,389,944","271.5","282.8999939","Indoor Arena","Indoor Arena","932,000","NA",,"NA",,"27,855,742",,,"Compliant","No Issue","95,043,792",,"551.3","0.59","false"
"104","2024","BAGLEY WRIGHT THEATER (Rep) - SEATTLE CENTER","Nonresidential COS","1985200003","305 HARRISON ST","SEATTLE","WA","98109","47.62141","-122.35086","MAGNOLIA / QUEEN ANNE","7","1962","1","1","65,127","65,127","0","65,000","65,000","0",,"79.5","75.40000153","4,897,920","5,169,944","175.3999939","170.3999939","Other","Other","65,000","NA",,"NA",,"951,360","1,651,880",,"Compliant","No Issue","3,246,040",,"152.6","2.34","false"
"106","2024","ARMORY - SEATTLE CENTER","Nonresidential COS","1985200305","305 HARRISON ST","SEATTLE","WA","98109","47.62141","-122.35086","MAGNOLIA / QUEEN ANNE","7","1938","5","1","396,085","396,085","0","278,500","278,500","0",,"34.90000153","34.90000153","9,726,848","9,726,848","79.69999695","79.69999695","Other","Other","278,500","NA",,"NA",,"1,927,839","3,149,060",,"Compliant","No Issue","6,577,787",,"293.2","0.74","false"
"107","2024","CITY PLACE IV (Ruby/Dawson)","NonResidential","1986200410","301 BOREN AVE N","SEATTLE","WA","98109","47.62112","-122.33629","LAKE UNION","7","2010","12","1","571,329","571,329","0","761,329","571,329","190,000","90","47.90000153","47.90000153","27,352,684","27,352,684","125.8000031","125.8000031","Office","Office","544,487","Parking","190,000","College/University","21,819","7,223,748",,"27,052","Compliant","No Issue","24,647,428","2,705,250","286.3","0.5","false"
"110","2024","EXHIBITION HALL - SEATTLE CENTER","Nonresidential COS","1988200440","301 MERCER ST","SEATTLE","WA","98109","47.62395","-122.35143","MAGNOLIA / QUEEN ANNE","7","1962","2","1","52,000","52,000","0","54,981","54,981","0",,"56.79999924","56.09999847","3,084,492","3,120,651","112.3000031","110.5","Social/Meeting Hall","Social/Meeting Hall","54,981","NA",,"NA",,"433,676","1,604,560",,"Compliant","No Issue","1,479,701",,"138.6","2.66","false"
"112","2024","MCCAW HALL - SEATTLE CENTER","Nonresidential COS","1988200700","225 MERCER ST","SEATTLE","WA","98109","47.62395","-122.35143","MAGNOLIA / QUEEN ANNE","7","1928","2","1","262,048","262,048","0","296,000","296,000","0",,"52.20000076","52.20000076","15,442,383","15,453,369","124.5999985","124.5","Performing Arts","Performing Arts","296,000","NA",,"NA",,"3,364,959","3,582,570","3,752","Compliant","No Issue","11,481,240","375,190","376.7","1.44","false"
"113","2024","KCTS 9","NonResidential","1988200705","401 MERCER ST","SEATTLE","WA","98109","47.62391","-122.34837","MAGNOLIA / QUEEN ANNE","7","1986","2","1","66,240","63,888","2,352","60,396","55,632","4,764",,"36","36","2,004,687","2,004,687","100.9000015","100.9000015","Other","Other","55,632","Parking",,"NA",,"587,540",,,"Compliant","No Issue","2,004,687",,"11.6","0.18","false"
"114","2024","BILL & MELINDA GATES FOUNDATION","NonResidential","1988201155","500 5TH AVE N","SEATTLE","WA","98109","47.62419","-122.34443","MAGNOLIA / QUEEN ANNE","7","2010","6","1","920,598","616,891","303,707","914,598","729,584","185,014","75","51.90000153","50.59999847","36,929,060","37,854,452","116.6999969","112.6999969","Office","Office","729,584","Parking","185,014","NA",,"7,282,268",,"120,820","Compliant","No Issue","24,847,098","12,081,960","784.5","1.27","false"
"115","2024","SCRIPPS BUILDING - 221 FIRST AVENUE WEST","NonResidential","1989200850","221 1ST AVE W","SEATTLE","WA","98119","47.62053","-122.35842","MAGNOLIA / QUEEN ANNE","7","1970","4","1","76,213","50,283","25,930","72,406","50,952","21,454","54","71.59999847","70.90000153","3,613,725","3,650,233","171.6999969","170.8999939","Office","Office","48,546","Parking","21,454","Other","2,406","822,930",,"8,059","Compliant","No Issue","2,807,837","805,890","59","1.17","false"
"116","2024","THE MEDITERRANEAN INN","NonResidential","1989201125","425 QUEEN ANNE AVE N","SEATTLE","WA","98109","47.62291","-122.35708","MAGNOLIA / QUEEN ANNE","7","2002","6","1","127,200","81,560","45,640","127,200","81,560","45,640","81","63.29999924","59.70000076","4,868,459","5,159,209","118.4000015","110.0999985","Hotel","Hotel","79,696","Parking","45,640","Other - Restaurant/Bar","1,864","648,432",,"26,560","Compliant","No Issue","2,212,450","2,656,010","153.6","1.88","false"
"117","2024","UNIVERSITY INN","NonResidential","1142001871","4140 ROOSEVELT WAY NE","SEATTLE","WA","98105","47.65772","-122.31756","NORTHEAST","4","1962","4","2","71,403","60,953","10,450","71,403","60,953","10,450","74","57.40000153","54","3,293,400","3,500,280","117.5","107.9000015","Hotel","Hotel","52,953","Restaurant","8,000","Parking",,"522,811",,"15,096","Compliant","No Issue","1,783,831","1,509,570","90.4","1.48","false"
"118","2024","PATHFINDER/COOPER SCHOOL (SPS-DISTRICT)","SPS-District K-12","1324039116","1901 SW GENESEE ST","SEATTLE","WA","98106","47.56274","-122.35788","DELRIDGE NEIGHBORHOODS","1","1999","3","1","75,364","75,364","0","75,364","75,364","0","81","29","28.39999962","2,137,819","2,187,887","68","67","K-12 School","K-12 School","75,364","NA",,"NA",,"469,156",,"5,371","Compliant","No Issue","1,600,762","537,060","37.8","0.5","false"
"119","2024","ST JOSEPH K-8 SCHOOL","NonResidential","1336800825","700 18TH AVE E","SEATTLE","WA","98112","47.62548","-122.30828","EAST","3","1923","3","1","67,743","67,743","0","67,743","67,743","0","28","45","43.90000153","2,976,746","3,051,538","87.90000153","86.40000153","K-12 School","K-12 School","67,743","NA",,"NA",,"456,237",,"14,201","Compliant","No Issue","1,556,681","1,420,070","84.3","1.24","false"
"120","2024","HOLY NAMES ACADEMY","NonResidential","1338800660","728 21ST AVE E","SEATTLE","WA","98112","47.62644","-122.30429","EAST","3","1908","6","1","168,239","161,514","6,725","255,925","161,514","94,411","97","37.20000076","36.09999847","5,838,604","6,002,290","66.19999695","64.80000305","K-12 School","K-12 School","161,514","Parking","94,411","NA",,"737,766",,"33,214","Compliant","No Issue","2,517,257","3,321,350","190.6","1.18","false"
"121","2024","THE 2100 BUILDING","NonResidential","1498303116","2100 24TH AVE S","SEATTLE","WA","98144","47.58408","-122.30125","SOUTHEAST","2","2003","3","1","99,433","63,681","35,752","99,433","63,681","35,752","45","58.09999847","57.70000076","3,675,864","3,702,979","162.8000031","161.6000061","Office","Office","63,681","Parking","35,752","NA",,"1,077,334",,,"Compliant","No Issue","3,675,864",,"21.3","0.33","false"
"122","2024","MUIR ELEMENTARY SCHOOL(SPS-DISTRICT)","SPS-District K-12","1524049002","3301 S HORTON ST","SEATTLE","WA","98144","47.57324","-122.29058","SOUTHEAST","2","1991","2","1","60,725","60,725","0","58,602","58,602","0","50","33.70000076","33.40000153","1,958,595","1,975,775","94.40000153","93.59999847","K-12 School","K-12 School","58,602","NA",,"NA",,"574,031",,,"Compliant","No Issue","1,958,595",,"11.4","0.19","false"
"127","2024","ORCA AT WHITWORTH ELEMENTARY SCHOOL (SPS-DISTRICT)","SPS-District K-12","1704900242","5215 46TH AVE S","SEATTLE","WA","98118","47.55478","-122.27596","SOUTHEAST","2","1989","3","1","59,955","59,955","0","61,327","61,327","0","68","28.39999962","27.60000038","1,695,354","1,742,601","74.19999695","72.30000305","K-12 School","K-12 School","61,327","NA",,"NA",,"444,491",,"1,788","Compliant","No Issue","1,516,602","178,750","18.3","0.3","false"
"130","2024","MCCLURE MIDDLE (SPS-DISTRICT)","SPS-District K-12","1794501220","1915 1ST AVE W","SEATTLE","WA","98119","47.63683","-122.35896","MAGNOLIA / QUEEN ANNE","7","1964","2","1","93,218","93,218","0","94,263","94,263","0","83","30","31.20000076","2,938,450","2,831,235","52.70000076","54.09999847","K-12 School","K-12 School","94,263","NA",,"NA",,"337,134",,"17,882","Compliant","No Issue","1,150,303","1,788,150","101.4","1.09","false"
"131","2024","CENTURYLINK: LAKEVIEW MAIN","NonResidential","1797500625","1208 NE 64TH ST","SEATTLE","WA","98115","47.67524","-122.31534","NORTHEAST","4","1941","4","1","56,521","56,521","0","44,095","44,095","0",,"117.4000015","117.4000015","5,176,539","5,176,539","328.7000122","328.7000122","Other","Other","31,184","Office","12,911","NA",,"1,517,157",,,"Compliant","No Issue","5,176,540",,"30","0.53","false"
"132","2024","ROOSEVELT SQUARE","NonResidential","1797500715","6417 ROOSEVELT WAY NE","SEATTLE","WA","98115","47.67559","-122.31769","NORTHEAST","4","1929","2","1","228,385","128,315","100,070","149,845","149,845","0",,"87.40000153","85.5","12,806,470","13,098,406","194.5","190.5","Strip Mall","Strip Mall","99,990","Supermarket/Grocery Store","49,855","NA",,"2,527,565",,"41,824","Compliant","No Issue","8,624,052","4,182,420","271.7","2.12","false"
"136","2024","KING COUNTY- MARY PILGRIM HOUSING","Multifamily LR (1-4)","1926049012","14115 AURORA AVE N","SEATTLE","WA","98133","47.73141","-122.3458","NORTHWEST","5","2001","4","1","51,390","51,390","0","53,557","53,557","0","86","41.90000153","41.20000076","2,207,853","2,246,171","91.59999847","89.59999847","Multifamily LR (1-4)","Multifamily Housing","53,557","NA",,"NA",,"415,636",,"7,897","Compliant","No Issue","1,418,152","789,700","50.1","0.97","false"
"137","2024","BROADVIEW THOMSON K-8 (SPS-DISTRICT)","SPS-District K-12","1926049025","13052 GREENWOOD AVE N","SEATTLE","WA","98133","47.72463","-122.35315","NORTHWEST","5","1963","2","1","131,013","131,013","0","132,672","132,672","0","90","32.5","29.79999924","3,949,633","4,307,586","58.79999924","55.20000076","K-12 School","K-12 School","132,672","NA",,"NA",,"532,425",,"21,330","Compliant","No Issue","1,816,635","2,133,000","123.6","0.94","false"
"138","2024","INGRAHAM HIGH (SPS-DISTRICT)","SPS-District K-12","1926049321","1819 N 135TH ST","SEATTLE","WA","98133","47.7257","-122.33684","NORTHWEST","5","1959","1","1","245,587","245,587","0","269,361","269,361","0","86","46.70000076","42.70000076","11,509,496","12,585,472","72.30000305","67.5","K-12 School","K-12 School","269,361","NA",,"NA",,"1,023,135",,"80,186","Compliant","No Issue","3,490,937","8,018,560","445.2","1.81","false"
"139","2024","KING COUNTY- NORTHGATE HOUSING","Multifamily LR (1-4)","1926049434","13300 STONE AVE N","SEATTLE","WA","98133","47.72529","-122.34115","NORTHWEST","5","2002","3","1","69,138","69,138","0","69,138","69,138","0","79","45","43.20000076","2,986,404","3,108,477","102.5","98.40000153","Multifamily LR (1-4)","Multifamily Housing","69,138","NA",,"NA",,"614,205",,"8,907","Compliant","No Issue","2,095,667","890,740","59.4","0.86","false"
"140","2024","B F DAY ELEMENTARY (SPS-DISTRICT)","SPS-District K-12","1931301145","3921 LINDEN AVE N","SEATTLE","WA","98103","47.65464","-122.34912","LAKE UNION","6","1991","3","1","66,588","66,588","0","65,188","65,188","0","62","31.60000038","31.29999924","2,039,050","2,056,944","88.40000153","87.59999847","K-12 School","K-12 School","65,188","NA",,"NA",,"597,611",,,"Compliant","No Issue","2,039,050",,"11.8","0.18","false"
"141","2024","HUGHES ELEMENTARY SCHOOL (SPS-DISTRICT)","SPS-District K-12","1932300245","7740 34TH AVE SW","SEATTLE","WA","98126","47.53284","-122.37493","DELRIDGE NEIGHBORHOODS","1","1926","3",,"44,324","44,324","0","50,742","50,742","0","72","37.20000076","38.40000153","1,946,471","1,886,080","71.30000305","73.09999847","K-12 School","K-12 School","50,742","NA",,"NA",,"279,081",,"9,942","Compliant","No Issue","952,225","994,250","58.2","1.31","false"
"142","2024","SEATTLE PACIFIC UNIVERSITY - Royal Brougham Pavilion","NonResidential","1972204390","3414 3RD AVE W","SEATTLE","WA","98119","47.65115","-122.36037","MAGNOLIA / QUEEN ANNE","7","1927","2",,"82,746","82,746","0","82,746","82,746","0",,"63.70000076","64.40000153","5,325,844","5,271,922","135","135.6999969","College/University","College/University","82,746","NA",,"NA",,"944,321",,"21,038","Compliant","No Issue","3,222,024","2,103,820","130.2","1.57","false"
"144","2024","ALEXIS HOTEL","NonResidential","1974600035","1007 1ST AVE","SEATTLE","WA","98104","47.6048","-122.3368","DOWNTOWN","7","1904","5","2","182,237","169,037","13,200","179,820","179,820","0","100","31.10000038","30.79999924","5,531,380","5,589,475","73.09999847","72.19999695","Hotel","Hotel","160,264","Enclosed Mall","19,556","NA",,"1,202,690",,"14,278","Compliant","No Issue","4,103,578","1,427,800","99.5","0.59","false"
"145","2024","BENAROYA HALL","Nonresidential COS","1974700025","1301 3RD AVE","SEATTLE","WA","98101","47.60804","-122.3367","DOWNTOWN","7","1998","6","1","174,000","174,000","0","336,729","183,010","153,719",,"77.59999847","77.30000305","14,148,573","14,210,654","168.1999969","168.1999969","Performing Arts","Performing Arts","183,010","Parking","153,719","NA",,"2,533,859","5,155,318","3,477","Compliant","No Issue","8,645,527","347,730","486.2","2.79","false"
"147","2024","SWEDISH MEDICAL CENTER BALLARD - CAMPUS","Campus","2767703875","5300 TALLMAN AVE NW","SEATTLE","WA","98107","47.66737","-122.37956","BALLARD","6","1954","5","2","451,526","302,661","148,865","438,377","289,512","148,865","93","186.3999939","188.1999969","54,483,372","53,950,828","344","340","Hospital (General Medical & Surgical)","Hospital (General Medical & Surgical)","289,512","Parking","148,865","NA",,"6,905,535",,"309,217","Compliant","No Issue","23,561,685","30,921,691","1,775.5","5.87","false"
"148","2024","WEST WOODLAND PARK ELEMENTARY (SPS-DISTRICT)","SPS-District K-12","2768000375","5601 5TH AVE NW","SEATTLE","WA","98107","47.6706","-122.36225","BALLARD","6","1991","2","1","55,513","55,513","0","79,292","79,292","0","75","24.29999924","22.39999962","1,773,472","1,924,270","68","62.59999847","K-12 School","K-12 School","79,292","NA",,"NA",,"519,775",,,"Compliant","No Issue","1,773,473",,"10.3","0.19","false"
"163","2024","FIRE STATION 10/FAC/EOC","Nonresidential COS","5247801465","400 S WASHINGTON ST","SEATTLE","WA","98104","47.60102","-122.32873","DOWNTOWN","2","2006","4","1","61,156","61,156","0","57,960","57,960","0",,"154.5","154.6000061","8,959,962","8,953,680","349.6000061","350.3999939","Fire Station","Fire Station","30,301","Office","27,659","Electric Vehicle Charging Station",,"1,825,318",,"27,320","Compliant","No Issue","6,227,985","2,731,980","180.9","2.96","false"
"167","2024","WING LUKE MUSEUM/KONG YICK BLDG.","NonResidential","5247802715","719 S KING ST","SEATTLE","WA","98104","47.59809","-122.32283","DOWNTOWN","2","1910","4","1","72,820","59,000","13,820","57,155","57,155","0",,"26.70000076","26.10000038","1,489,704","1,525,616","57.59999847","56.70000076","Museum","Museum","57,155","NA",,"NA",,"280,845",,"5,315","Compliant","No Issue","958,244","531,460","33.7","0.57","false"
"168","2024","HAMPTON INN & SUITES","NonResidential","5458300285","700 5TH AVE N","SEATTLE","WA","98109","47.62614","-122.3467","MAGNOLIA / QUEEN ANNE","7","1996","4","1","162,222","148,022","14,200","159,533","113,702","45,831","95","52.59999847","52.59999847","7,137,895","7,137,895","105.5999985","105.5999985","Hotel","Hotel","135,639","Parking","40,911","NA",,"1,143,727",,"32,355","Compliant","No Issue","3,902,397","3,235,500","194.1","1.31","false"
"169","2024","FRANKLIN HIGH SCHOOL (SPS-DISTRICT)","SPS-District K-12","5700000455","3013 S MOUNT BAKER BLVD","SEATTLE","WA","98144","47.57589","-122.29365","SOUTHEAST","2","1990","4","1","289,588","289,588","0","265,346","265,346","0","93","26.39999962","26.10000038","6,922,016","6,997,948","59.29999924","59","K-12 School","K-12 School","265,346","NA",,"NA",,"1,406,269",,"21,238","Compliant","No Issue","4,798,190","2,123,830","140.4","0.48","false"
